Purchase date,Retailer,Media,Speed,Artist,Album,Variation,Signed?,Edition,Quantity,Retail,Resale,Profit Per,Profit
10/10/2023,Target,Vinyl,45rpm,Mac Miller,kids,green,no,LE,2,30,35,5,10
